TIM                              GSCN       ROUND(RATE)          Headroom   
20181101020137    12558356194087                15            2598.5   
20181101020146    12558356194244              3731            2598.5   
20181101020149    12558356194272              3732            2598.5   
20181101050136    12558396450225                 9            2598.6   
20181101050136    12558396450234                 8            2598.6   
20181101050146    12558396450314              4300            2598.6   
20181101050148    12558396450338              4301            2598.6   
20181101080132    12558442833528                13            2598.7   
20181101080133    12558442833541                12            2598.7   
20181101080141    12558442833638              2617            2598.7   
20181101080141    12558442833642              2631            2598.7   
20181101110040    12558471087222                89            2598.8   
20181101110137    12558471092276                29            2598.8   
20181101110138    12558471092279                34            2598.8   
20181101110145    12558471092519               984            2598.8   
20181101110146    12558471092535               984            2598.8   
20181101140131    12558481703180                 3              2599   
20181101140131    12558481703183                 2              2599   
20181101140141    12558481703206              2807              2599   
20181101140143    12558481703211              2807              2599   
20181101170133    12558511995032                13            2599.1   
20181101170133    12558511995035                13            2599.1   
20181101170141    12558511995138              1186            2599.1   
20181101170142    12558511995149              1186            2599.1   
20181101200132    12558524790026                 8            2599.2   
20181101200132    12558524790029                 7            2599.2   
20181101200141    12558524790099                14            2599.2   
20181101200142    12558524790102                14            2599.2   
20181101230159    12558524940973                11            2599.3   
20181101230159    12558524940976                11            2599.3   
20181101230208    12558524941075              2288            2599.3   
20181101230208    12558524941078              2288            2599.3   
20181102020140    12558549586783                13            2599.4   
20181102020140    12558549586786                13            2599.4   
20181102020149    12558549586896                10            2599.4   
20181102020149    12558549586900                10            2599.4   
20181102050137    12558549699294                 8            2599.5   
20181102050139    12558549699318                 7            2599.5   
20181102050147    12558549699373                12            2599.5   
20181102050149    12558549699387                12            2599.5   
20181102080133    12558549823831                12            2599.7   
20181102080133    12558549823841                11            2599.7   
20181102080142    12558549823939              7166            2599.7   
20181102080142    12558549823943              7166            2599.7   
20181102110138    12558627184647                15            2599.7   
20181102110138    12558627184667                14            2599.7   
20181102110147    12558627184781               504            2599.7   
20181102110147    12558627184791               504            2599.7   
20181102140131    12558632623618                 9            2599.8   
20181102140131    12558632623622                 9            2599.8   
20181102140143    12558632623724              2549            2599.8   
20181102140143    12558632623729              2548            2599.8   
20181102170133    12558660122691                16              2600   
20181102170134    12558660122700                16              2600   
20181102170143    12558660122844                44              2600   
20181102170145    12558660122879                44              2600   
20181102200133    12558660597848                 9            2600.1   
20181102200133    12558660597864                 8            2600.1   
20181102200144    12558660597945                16            2600.1   
20181102200145    12558660597961                16            2600.1   
20181102230143    12558660766072                 7            2600.2   
20181102230145    12558660766076                 9            2600.2   
20181102230152    12558660766137              3962            2600.2   
20181102230154    12558660766155              3962            2600.2   
20181103013234    12558696586347                13            2600.3   
20181103013235    12558696586352                14            2600.3   
20181103013244    12558696586481                14            2600.3   
20181103013246    12558696586498                 9            2600.3   
20181103013247    12558696586507                11            2600.3   
20181103013247    12558696586524                11            2600.3   
20181103020138    12558696605669                 9            2600.3   
20181103020140    12558696605686                 9            2600.3   
20181103020147    12558696605751                10            2600.3   
20181103020147    12558696605754                10            2600.3   
20181103050137    12558696718388                 8            2600.4   
20181103050139    12558696718392                 9            2600.4   
20181103050147    12558696718463                13            2600.4   
20181103050149    12558696718487                13            2600.4   
20181103080134    12558696853471                16            2600.6   
20181103080135    12558696853484                18            2600.6   
20181103080143    12558696853628                15            2600.6   
20181103080146    12558696853659                14            2600.6   
20181103094235    12558696939407               981            2600.6   
20181103094242    12558696946272              1089            2600.6   
20181103094243    12558696946849               983            2600.6   
20181103094249    12558696953898               978            2600.6   
20181103094256    12558696960747               900            2600.6   
20181103094304    12558696967946               860            2600.6   
20181103094307    12558696970444               880            2600.6   
20181103094312    12558696974823               889            2600.6   
20181103094320    12558696981937               864            2600.6   
20181103094329    12558696989709               869            2600.6   
20181103094331    12558696991575               867            2600.6   
20181103094338    12558696997531               903            2600.6   
20181103094347    12558697005655               849            2600.6   
20181103094357    12558697014142               800            2600.6   
20181103094358    12558697014988               826            2600.6   
20181103094407    12558697022144               874            2600.6   
20181103094417    12558697030881               787            2600.6   
20181103094428    12558697039539               830            2600.6   
20181103094428    12558697039761               783            2600.6   
20181103094439    12558697048673               729            2600.6   
20181103094452    12558697058144               802            2600.6   
20181103094504    12558697067774               774            2600.6   
20181103094507    12558697070303               693            2600.6   
20181103094516    12558697077058               690            2600.6   
20181103094531    12558697087403               653            2600.6   
20181103094546    12558697097197               556            2600.6   
20181103094546    12558697097329            256675            2600.6   
20181103094604    12558697107199               368            2600.6   
20181103094634    12558697118230            598327            2600.6   
20181103094710    12558718658000               269            2600.6   
20181103094710    12558718658046               241            2600.6   
20181103094755    12558718670124               234            2600.6   
20181103094847    12558718682282               224            2600.6   
20181103094941    12558718694352               263            2600.6   
20181103094941    12558718694404               281            2600.6   
20181103095029    12558718706974               304            2600.6   
20181103095108    12558718718838               282            2600.6   
20181103095150    12558718730681               205            2600.6   
20181103095150    12558718730692               191            2600.6   
20181103095250    12558718742987               188            2600.6   
20181103095354    12558718755004               181            2600.6   
20181103095503    12558718767481               150            2600.6   
20181103095503    12558718767494               112            2600.6   
20181103095624    12558718779628               112            2600.6   
20181103095822    12558718792838                92            2600.6   
20181103100101    12558718807531               144            2600.6   
20181103100104    12558718808038               416            2600.6   
20181103100231    12558718820483               737            2600.6   
20181103100405    12558718889720               376            2600.6   
20181103100623    12558718941566                98            2600.6   
20181103100626    12558718942118                95            2600.6   
20181103100848    12558718955726                99            2600.6   
20181103101127    12558718971519                89            2600.6   
20181103101422    12558718987155               994            2600.6   
20181103101425    12558718987387               713            2600.6   
20181103101928    12558719291401               235            2600.6   
20181103102035    12558719307160               193            2600.6   
20181103102223    12558719327963               157            2600.6   
20181103102223    12558719327986               204            2600.6   
20181103102444    12558719350137               172            2600.6   
20181103102605    12558719364079               500            2600.6   
20181103102633    12558719378085               436            2600.6   
20181103102636    12558719379581               417            2600.6   
20181103102703    12558719391151               413            2600.6   
20181103102734    12558719403965               411            2600.6   
20181103102804    12558719416281               385            2600.6   
20181103102806    12558719417133               394            2600.6   
20181103102837    12558719428971               395            2600.6   
20181103102910    12558719441991               399            2600.6   
20181103102943    12558719455171               228            2600.6   
20181103102945    12558719456105               147            2600.6   
20181103103017    12558719462914               120            2600.6   
20181103103050    12558719466875                91            2600.6   
20181103103107    12558719468422                86            2600.6   
20181103103110    12558719468639                87            2600.6   
20181103103123    12558719469797                94            2600.6   
20181103103140    12558719471393                81            2600.6   
20181103103159    12558719472924               124            2600.6   
20181103103201    12558719473094               237            2600.6   
20181103103220    12558719475519               175            2600.6   
20181103103323    12558719486566               317            2600.6   
20181103103430    12558719507831               464            2600.6   
20181103103431    12558719508670               481            2600.6   
20181103103457    12558719520370               482            2600.6   
20181103103527    12558719534834               513            2600.6   
20181103103557    12558719550238               464            2600.6   
20181103103559    12558719551022               457            2600.6   
20181103103627    12558719564166               470            2600.6   
20181103103657    12558719578256               433            2600.6   
20181103103727    12558719591239               446            2600.6   
20181103103729    12558719592122               437            2600.6   
20181103103757    12558719604614               436            2600.6   
20181103103827    12558719617704               432            2600.6   
20181103103857    12558719630650               455            2600.6   
20181103103859    12558719631468               312            2600.6   
20181103103927    12558719644293               228            2600.6   
20181103104007    12558719653408               254            2600.6   
20181103104020    12558719656705                79            2600.6   
20181103104020    12558719656765                85            2600.6   
20181103104111    12558719660741                99            2600.6   
20181103104128    12558719662432                92            2600.6   
20181103104146    12558719664082               104            2600.6   
20181103104148    12558719664263                99            2600.6   
20181103104159    12558719665435               103            2600.6   
20181103104211    12558719666673                92            2600.6   
20181103104226    12558719668048                92            2600.6   
20181103104227    12558719668120               120            2600.6   
20181103104241    12558719669434               104            2600.6   
20181103104317    12558719673193               127            2600.6   
20181103104412    12558719680178                72            2600.6   
20181103104415    12558719681084               112            2600.6   
20181103104530    12558719685789                73            2600.6   
20181103104731    12558719694676               251            2600.7   
20181103104831    12558719709758               485            2600.7   
20181103104831    12558719709772               479            2600.7   
20181103104858    12558719722847               474            2600.7   
20181103104925    12558719735652               478            2600.7   
20181103104952    12558719748565               486            2600.7   
20181103104952    12558719748576               478            2600.7   
20181103105019    12558719761698               458            2600.7   
20181103105049    12558719775440               490            2600.7   
20181103105119    12558719790148               456            2600.7   
20181103105119    12558719790172               396            2600.7   
20181103105149    12558719803815               451            2600.7   
20181103105220    12558719817790               323            2600.7   
20181103105302    12558719831336               437            2600.7   
20181103105305    12558719832143               128            2600.7   
20181103105309    12558719834393                92            2600.7   
20181103105345    12558719837719               106            2600.7   
20181103105400    12558719839305               111            2600.7   
20181103105402    12558719839467               111            2600.7   
20181103105412    12558719840636               113            2600.7   
20181103105424    12558719841995               109            2600.7   
20181103105436    12558719843297                96            2600.7   
20181103105438    12558719843451               143            2600.7   
20181103105450    12558719844643               188            2600.7   
20181103105506    12558719847656               135            2600.7   
20181103105528    12558719850616               115            2600.7   
20181103105529    12558719850731               117            2600.7   
20181103105634    12558719858229                86            2600.7   
20181103105814    12558719866782               165            2600.7   
20181103105920    12558719877678               507            2600.7   
20181103105921    12558719877847               208            2600.7   
20181103110011    12558719903515                34            2600.7   
20181103110138    12558719906489                10            2600.7   
20181103110139    12558719906499                10            2600.7   
20181103110147    12558719906580              1407            2600.7   
20181103110147    12558719906583               951            2600.7   
20181103111037    12558720410874              2735            2600.7   
20181103111338    12558720905916              2737            2600.7   
20181103111339    12558720908531              2952            2600.7   
20181103111638    12558721398618              3068            2600.7   
20181103111918    12558721889521              3073            2600.7   
20181103112157    12558722378136              1879            2600.7   
20181103112158    12558722381362              2395            2600.7   
20181103112637    12558722904379              2628            2600.7   
20181103113002    12558723443071              2936            2600.7   
20181103113305    12558723980415              3121            2600.7   
20181103113307    12558723983935              3121            2600.7   
20181103113557    12558724517296              3134            2600.7   
20181103113736    12558724827564              3095            2600.7   
20181103114028    12558725359889              3141            2600.7   
20181103114029    12558725363395              2063            2600.7   
20181103114319    12558725896979              1887            2600.7   
20181103114756    12558726419794              1631            2600.7   
20181103115309    12558726930214              1807            2600.7   
20181103115310    12558726933424               810            2600.7   
20181103115755    12558727447043               682            2600.7   
20181103120818    12558727872102               208            2600.7   
20181103121355    12558727942060               514            2600.7   
20181103121356    12558727942662               628            2600.7   
20181103121505    12558727978040               757            2600.7   
20181103121538    12558728003036               717            2600.7   
20181103121617    12558728031013               631            2600.7   
20181103121618    12558728031900               429            2600.7   
20181103121702    12558728059409               729            2600.7   
20181103121741    12558728087842               325            2600.7   
20181103122050    12558728149249                43            2600.7   
20181103122052    12558728149314                25            2600.7   
20181103123939    12558728197451                21            2600.7   
20181103140134    12558728301906                 6            2600.8   
20181103140135    12558728301910                 6            2600.8   
20181103140143    12558728301960             10543            2600.8   
20181103140143    12558728301964             10543            2600.8   
20181103170134    12558842074905                10            2600.8   
20181103170134    12558842074920                 9            2600.8   
20181103170142    12558842074991               185            2600.8   
20181103170143    12558842074994               185            2600.8   
20181103200134    12558844070943                13            2600.9   
20181103200136    12558844070970                13            2600.9   
20181103200145    12558844071090                12            2600.9   
20181103200146    12558844071100                12            2600.9   
20181103230159    12558844203714                25            2601.1   
20181103230159    12558844203717                14            2601.1   
20181103230200    12558844203739              2674            2601.1   
20181103230202    12558844203759              2674            2601.1   
20181104013338    12558868530219                15            2601.2   
20181104013338    12558868530222                16            2601.2   
20181104013345    12558868530333                16            2601.2   
20181104013347    12558868530351                19            2601.2   
20181104013350    12558868530408                11            2601.2   
20181104013351    12558868530426                11            2601.2   
20181104020138    12558868549422                11            2601.2   
20181104020141    12558868549446                12            2601.2   
20181104020150    12558868549551                25            2601.2   
20181104020150    12558868549560                25            2601.2   
20181104050132    12558868823298                 9            2601.3   
20181104050134    12558868823314                 9            2601.3   
20181104050143    12558868823392                16            2601.3   
20181104050143    12558868823395                16            2601.3   
20181104080133    12558868996175                12            2601.4   
20181104080136    12558868996206                12            2601.4   
20181104080145    12558868996313              7720            2601.4   
20181104080145    12558868996316              6452            2601.4   
20181104101019    12558928552110              2764            2601.5   
20181104101050    12558928637795              3282            2601.5   
20181104110138    12558938640005                10            2601.5   
20181104110139    12558938640008                12            2601.5   
20181104110148    12558938640114               307            2601.5   
20181104110150    12558938640130               307            2601.5   
20181104140135    12558941953464                 9            2601.6   
20181104140135    12558941953467                 9            2601.6   
20181104140144    12558941953551              4276            2601.6   
20181104140147    12558941953577              4278            2601.6   
20181104170137    12558988107893                11            2601.7   
20181104170137    12558988107896                11            2601.7   
20181104170146    12558988107992               383            2601.7   
20181104170146    12558988107996               383            2601.7   
20181104200136    12558992237695                 9            2601.8   
20181104200136    12558992237704                 8            2601.8   
20181104200145    12558992237773                12            2601.8   
20181104200145    12558992237776                12            2601.8   
20181104230139    12558992366374                 9              2602   
20181104230141    12558992366390                 9              2602   
20181104230149    12558992366462              1662              2602   
20181104230151    12558992366478              1662              2602   
20181105015603    12559009743337                16            2602.1   
20181105015604    12559009743348                18            2602.1   
20181105015613    12559009743508                13            2602.1   
20181105015615    12559009743529                 8            2602.1   
20181105015616    12559009743537                13            2602.1   
20181105015616    12559009743547                13            2602.1   
20181105020140    12559009747691                14            2602.1   
20181105020141    12559009747701                14            2602.1   
20181105020149    12559009747818                25            2602.1   
20181105020150    12559009747829                25            2602.1   
20181105050139    12559010021364                10            2602.2   
20181105050141    12559010021381                 7            2602.2   
20181105050150    12559010021444                10            2602.2   
20181105050151    12559010021481                10            2602.2   
20181105080134    12559010132755                11            2602.3   
20181105080134    12559010132759                11            2602.3   
20181105080145    12559010132880             10886            2602.3   
20181105080146    12559010132887             10889            2602.3   
20181105110139    12559127658702                11            2602.4   
20181105110141    12559127658724                10            2602.4   
20181105110149    12559127658807               936            2602.4   
20181105110151    12559127658829               936            2602.4   
20181105140134    12559137750469                14            2602.5   
20181105140136    12559137750486                15            2602.5   
20181105140145    12559137750617              2775            2602.5   
20181105140146    12559137750632              2351            2602.5   
20181105160624    12559158507180              1394            2602.6   
20181105170135    12559163121954                 6            2602.6   
20181105170136    12559163121966                 5            2602.6   
20181105170144    12559163122006              2345            2602.6   
20181105170144    12559163122009              2364            2602.6   
20181105181926    12559174143665               440            2602.6   
20181105182011    12559174163451               494            2602.6   
20181105182013    12559174164091               505            2602.6   
20181105182056    12559174185687               490            2602.6   
20181105182145    12559174209711               520            2602.6   
20181105182233    12559174234653               527            2602.6   
20181105182234    12559174235305               526            2602.6   
20181105182321    12559174259942               525            2602.6   
20181105182409    12559174285139               528            2602.6   
20181105182457    12559174310476               535            2602.6   
20181105182458    12559174311111               520            2602.6   
20181105182545    12559174336145               518            2602.6   
20181105182633    12559174360987               507            2602.6   
20181105182722    12559174385850             13822            2602.6   
20181105182723    12559174386463              4950            2602.6   
20181105182810    12559175049313               515            2602.6   
20181105182858    12559175074040               514            2602.6   
20181105182946    12559175098706               530            2602.7   
20181105182947    12559175099283               258            2602.7   
20181105183034    12559175124153               256            2602.7   
20181105200134    12559176522384                11            2602.7   
20181105200135    12559176522400                 9            2602.7   
20181105200144    12559176522481                14            2602.7   
20181105200146    12559176522517                14            2602.7   
20181105230141    12559176677485                 3            2602.8   
20181105230142    12559176677490                 3            2602.8   
20181105230151    12559176677517              1717            2602.8   
20181105230153    12559176677521              1718            2602.8   
20181106013150    12559192130539                12            2602.9   
20181106013151    12559192130543                13            2602.9   
20181106013200    12559192130658                15            2602.9   
20181106013201    12559192130674                13            2602.9   
20181106013203    12559192130699                11            2602.9   
20181106013203    12559192130702                11            2602.9   
20181106020142    12559192149900                 9              2603   
20181106020143    12559192149904                 9              2603   
20181106020150    12559192149969                24              2603   
20181106020151    12559192149983                24              2603   
20181106050139    12559192411866                 8            2603.1   
20181106050141    12559192411885                 7            2603.1   
20181106050150    12559192411952              8941            2603.1   
20181106050151    12559192411964              8943            2603.1   
20181106080134    12559288841177                18            2603.1   
20181106080135    12559288841180                17            2603.1   
20181106080135    12559288841195              4003            2603.1   
20181106080138    12559288841230              4004            2603.1   
20181106110140    12559332089655                12            2603.2   
20181106110140    12559332089658                11            2603.2   
20181106110149    12559332089756              1575            2603.2   
20181106110149    12559332089759                21            2603.2   
20181106110152    12559332089823              1576            2603.2   
20181106140136    12559349082238                11            2603.3   
20181106140136    12559349082241                11            2603.3   
20181106140145    12559349082340              1806            2603.3   
20181106140145    12559349082343              1821            2603.3   
20181106155935    12559361953989               310            2603.4   
20181106160042    12559361974755               304            2603.4   
20181106160044    12559361975225              2091            2603.4   
20181106160424    12559362042189              3434            2603.4   
20181106162759    12559366900670              1347            2603.4   
20181106170136    12559369617129                10            2603.5   
20181106170138    12559369617147                11            2603.5   
20181106170145    12559369617226              1452            2603.5   
20181106170148    12559369617245              2470            2603.5   
20181106171356    12559371415049               171            2603.5   
20181106172328    12559371513122              1201            2603.5   
20181106172331    12559371513769              1021            2603.5   
20181106184319    12559377265964                30            2603.5   
20181106185728    12559377291581               545            2603.5   
20181106185813    12559377316111               549            2603.5   
20181106185816    12559377317732               536            2603.5   
20181106185858    12559377340833               524            2603.5   
20181106185944    12559377364917               528            2603.5   
20181106190029    12559377388684               534            2603.5   
20181106190031    12559377390094               528            2603.5   
20181106190114    12559377412724               541            2603.5   
20181106190159    12559377437089               520            2603.5   
20181106190247    12559377462031               527            2603.5   
20181106190250    12559377463490                24            2603.5   
20181106190335    12559377487328                17            2603.5   
20181106200137    12559377548248                15            2603.6   
20181106200138    12559377548258                14            2603.6   
20181106200146    12559377548379                25            2603.6   
20181106200147    12559377548382                25            2603.6   
20181106230146    12559377819695                10            2603.7   
20181106230146    12559377819699                10            2603.7   
20181106230158    12559377819812              1721            2603.7   
20181106230158    12559377819815              1721            2603.7   
20181107013221    12559393345930                16            2603.8   
20181107013222    12559393345946                14            2603.8   
20181107013230    12559393346072                 9            2603.8   
20181107013231    12559393346076                13            2603.8   
20181107013233    12559393346100                11            2603.8   
20181107013234    12559393346115                11            2603.8   
20181107020142    12559393366167                 8            2603.8   
20181107020142    12559393366170                 7            2603.8   
20181107020151    12559393366235                26            2603.8   
20181107020154    12559393366260                26            2603.8   
20181107050140    12559393645145                12            2603.9   
20181107050142    12559393645158                12            2603.9   
20181107050151    12559393645267              6574            2603.9   
20181107050153    12559393645300              6577            2603.9   
20181107080136    12559464564306                29              2604   
20181107080138    12559464564337                36              2604   
20181107080147    12559464564659              3269              2604   
20181107080149    12559464564677              3813              2604   
20181107092825    12559481557310              6151            2604.1   
20181107094944    12559489424422               350            2604.1   
20181107095032    12559489441216               481            2604.1   
20181107095034    12559489442309               505            2604.1   
20181107095121    12559489464773               513            2604.1   
20181107095209    12559489489373               521            2604.1   
20181107095257    12559489514367               520            2604.1   
20181107095259    12559489515470              3260            2604.1   
20181107095345    12559489539305               525            2604.1   
20181107095433    12559489564496              3323            2604.1   
20181107110142    12559502955115                16            2604.1   
20181107110143    12559502955119                18            2604.1   
20181107110151    12559502955261              1651            2604.1   
20181107110152    12559502955278              1652            2604.1   
20181107140137    12559520769914                11            2604.2   
20181107140138    12559520769932                10            2604.2   
20181107140146    12559520770015              2314            2604.2   
20181107140149    12559520770049              2336            2604.2   
20181107151445    12559530991796               515            2604.3   
20181107151533    12559531016524               523            2604.3   
20181107151535    12559531017514               519            2604.3   
20181107151621    12559531041630               518            2604.3   
20181107151709    12559531066514               515            2604.3   
20181107151757    12559531091215               509            2604.3   
20181107151759    12559531092218               515            2604.3   
20181107151846    12559531116174               523            2604.3   
20181107151934    12559531141289               514            2604.3   
20181107152022    12559531165962              1495            2604.3   
20181107152024    12559531166876              1160            2604.3   
20181107160613    12559535278708                93            2604.3   
20181107161320    12559535318260                40            2604.3   
20181107162016    12559535334952               279            2604.3   
20181107162018    12559535335473              4067            2604.3   
20181107162104    12559535348346              7663            2604.3   
20181107162820    12559538689475              3104            2604.3   
20181107165219    12559543155792              5395            2604.3   
20181107165221    12559543156329              2264            2604.3   
20181107165510    12559544078382                81            2604.3   
20181107165829    12559544094595               280            2604.3   
20181107165920    12559544108855                33            2604.3   
20181107165922    12559544109412                30            2604.3   
20181107170141    12559544113539                10            2604.3   
20181107170142    12559544113543                10            2604.3   
20181107170153    12559544113657               643            2604.3   
20181107170154    12559544113667              1230            2604.3   
20181107173142    12559546313221               526            2604.3   
20181107200137    12559551045441                 3            2604.4   
20181107200138    12559551045446                 2            2604.4   
20181107200147    12559551045468                23            2604.4   
20181107200149    12559551045472                23            2604.4   
20181107230142    12559551292333                10            2604.6   
20181107230143    12559551292351                 9            2604.6   
20181107230152    12559551292435              3126            2604.6   
20181107230154    12559551292453              3127            2604.6   
20181108013112    12559579303769                16            2604.7   
20181108013113    12559579303772                14            2604.7   
20181108013120    12559579303895                10            2604.7   
20181108013122    12559579303899                10            2604.7   
20181108013126    12559579303956                11            2604.7   
20181108013128    12559579303960                11            2604.7   
20181108020141    12559579324252               198            2604.7   
20181108020143    12559579324277               222            2604.7   
20181108020152    12559579326279                25            2604.7   
20181108020153    12559579326632                25            2604.7   
20181108050141    12559579592868                 6            2604.8   
20181108050142    12559579592872                 6            2604.8   
20181108050153    12559579592937              6069            2604.8   
20181108050154    12559579592943              6069            2604.8   
20181108080137    12559645038776                 9            2604.9   
20181108080138    12559645038789                 9            2604.9   
20181108080147    12559645038868              3039            2604.9   
20181108080149    12559645038886              3040            2604.9   
20181108110141    12559677850634                11              2605   
20181108110144    12559677850659                13              2605   
20181108110153    12559677850776              1883              2605   
20181108110154    12559677850780              1883              2605   
20181108140142    12559698168214                14            2605.1   
20181108140143    12559698168234                13            2605.1   
20181108140153    12559698168367              1595            2605.1   
20181108140155    12559698168387              1595            2605.1   
20181108170139    12559715371668                10            2605.2   
20181108170140    12559715371672                11            2605.2   
20181108170147    12559715371750               671            2605.2   
20181108170148    12559715371762               672            2605.2   
20181108200139    12559722618104                 8            2605.3   
20181108200139    12559722618107                 9            2605.3   
20181108200147    12559722618176                26            2605.3   
20181108200148    12559722618179                26            2605.3   
20181108230159    12559722896027                 9            2605.5   
20181108230159    12559722896030                 9            2605.5   
20181108230207    12559722896101              1877            2605.5   
20181108230208    12559722896106              1877            2605.5   
20181109013335    12559739956128                 9            2605.5   
20181109013335    12559739956131                 9            2605.5   
20181109013343    12559739956206                 6            2605.5   
20181109013344    12559739956212                 4            2605.5   
20181109013347    12559739956225                10            2605.5   
20181109013347    12559739956228                10            2605.5   
20181109020142    12559739973518                11            2605.6   
20181109020144    12559739973540                11            2605.6   
20181109020153    12559739973635                25            2605.6   
20181109020153    12559739973638                25            2605.6   
20181109050142    12559740241388                 9            2605.7   
20181109050143    12559740241398                 9            2605.7   
20181109050155    12559740241502              6068            2605.7   
20181109050155    12559740241506              6068            2605.7   
20181109080139    12559805676852                12            2605.8   
20181109080139    12559805676862                 8            2605.8   
20181109080148    12559805676938              3069            2605.8   
20181109080151    12559805677002              3071            2605.8   
20181109110142    12559838815939                12            2605.9   
20181109110145    12559838815979                12            2605.9   
20181109110153    12559838816070              1574            2605.9   
20181109110154    12559838816085              1574            2605.9   
20181109140140    12559855799542                15              2606   
20181109140141    12559855799553                15              2606   
20181109140149    12559855799677              2223              2606   
20181109140150    12559855799687              2250              2606   
20181109164340    12559877651606               105            2606.1   
20181109164543    12559877664508               906            2606.1   
20181109164545    12559877664812               457            2606.1   
20181109165327    12559878084950                32            2606.1   
20181109170139    12559878100551                15            2606.1   
20181109170140    12559878100561                15            2606.1   
20181109170148    12559878100690               828            2606.1   
20181109170149    12559878100700               828            2606.1   
20181109200139    12559887037060                 8            2606.2   
20181109200141    12559887037076                 8            2606.2   
20181109200149    12559887037141                19            2606.2   
20181109200152    12559887037169                19            2606.2   
20181109230214    12559887242058                 9            2606.3   
20181109230215    12559887242067                 9            2606.3   
20181109230224    12559887242144              1947            2606.3   
20181109230226    12559887242163              1947            2606.3   
20181110013338    12559904906935                14            2606.4   
20181110013339    12559904906938                15            2606.4   
20181110013348    12559904907077                13            2606.4   
20181110013349    12559904907093                10            2606.4   
20181110013351    12559904907113                11            2606.4   
20181110013351    12559904907116                11            2606.4   
20181110020144    12559904925715                10            2606.4   
20181110020146    12559904925738                 8            2606.4   
20181110020153    12559904925794                23            2606.4   
20181110020153    12559904925802                23            2606.4   
20181110050144    12559905175922                11            2606.6   
20181110050145    12559905175927                12            2606.6   
20181110050153    12559905176021              3951            2606.6   
20181110050156    12559905176053              3953            2606.6   
20181110080140    12559947803322                 9            2606.7   
20181110080141    12559947803326                10            2606.7   
20181110080148    12559947803393                12            2606.7   
20181110080149    12559947803402                12            2606.7   
20181110110143    12559947933691                 9            2606.8   
20181110110145    12559947933708                10            2606.8   
20181110110154    12559947933796                12            2606.8   
20181110110155    12559947933800                12            2606.8   
20181110140138    12559948059743                11            2606.9   
20181110140139    12559948059746                11            2606.9   
20181110140151    12559948059875              4590            2606.9   
20181110140151    12559948059882              4388            2606.9   
20181110165343    12559995388412                88              2607   
20181110165637    12559995403694                14              2607   
20181110170141    12559995408097                14              2607   
20181110170141    12559995408101                12              2607   
20181110170149    12559995408197                17              2607   
20181110170150    12559995408219                17              2607   
20181110200140    12559995591778                 8            2607.1   
20181110200141    12559995591782                 8            2607.1   
20181110200149    12559995591849                22            2607.1   
20181110200149    12559995591852                22            2607.1   
20181110230201    12559995825668                 9            2607.3   
20181110230201    12559995825671                 9            2607.3   
20181110230209    12559995825740              2575            2607.3   
20181110230210    12559995825751              2575            2607.3   
20181111013130    12560018901919                13            2607.3   
20181111013131    12560018901922                14            2607.3   
20181111013139    12560018902036                16            2607.3   
20181111013139    12560018902039                10            2607.3   
20181111013140    12560018902052                20            2607.3   
20181111013142    12560018902070                20            2607.3   
20181111020145    12560018938821                10            2607.4   
20181111020146    12560018938824                10            2607.4   
20181111020154    12560018938904                26            2607.4   
20181111020154    12560018938913                26            2607.4   
20181111050139    12560019215180                12            2607.5   
20181111050142    12560019215199                12            2607.5   
20181111050151    12560019215306              3867            2607.5   
20181111050151    12560019215325              3868            2607.5   
20181111080139    12560060939608                16            2607.6   
20181111080141    12560060939624                17            2607.6   
20181111080150    12560060939777                21            2607.6   
20181111080150    12560060939780                21            2607.6   
20181111110144    12560061168454                10            2607.7   
20181111110146    12560061168476                 9            2607.7   
20181111110155    12560061168561                19            2607.7   
20181111110155    12560061168564                19            2607.7   
20181111140140    12560061378658                 9            2607.8   
20181111140143    12560061378685                 9            2607.8   
20181111140152    12560061378766                22            2607.8   
20181111140152    12560061378769                22            2607.8   
20181111170142    12560061620017                13              2608   
20181111170142    12560061620020                13              2608   
20181111170151    12560061620131                22              2608   
20181111170151    12560061620134                22              2608   
20181111200141    12560061856647                13            2608.1   
20181111200141    12560061856650                13            2608.1   
20181111200153    12560061856799                21            2608.1   
20181111200153    12560061856802                21            2608.1   
20181111230210    12560062081781                12            2608.2   
20181111230210    12560062081792                12            2608.2   
20181111230222    12560062081925              6705            2608.2   
20181111230222    12560062081936              6705            2608.2   
20181112015031    12560129731236                15            2608.3   
20181112015032    12560129731239                15            2608.3   
20181112015043    12560129731422                11            2608.3   
20181112015044    12560129731425                11            2608.3   
20181112015047    12560129731458                11            2608.3   
20181112015049    12560129731486                11            2608.3   
20181112020145    12560129738762                12            2608.3   
20181112020146    12560129738776                13            2608.3   
20181112020157    12560129738912                21            2608.3   
20181112020158    12560129738932                21            2608.3   
20181112050145    12560129962890                 9            2608.4   
20181112050147    12560129962910                 9            2608.4   
20181112050155    12560129962982              4635            2608.4   
20181112050157    12560129963004              4636            2608.4   
20181112080140    12560179952731                 9            2608.5   
20181112080141    12560179952747                 8            2608.5   
20181112080150    12560179952819              2197            2608.5   
20181112080152    12560179952836              2197            2608.5   
20181112110146    12560203670428                11            2608.6   
20181112110147    12560203670438                11            2608.6   
20181112110158    12560203670559               888            2608.6   
20181112110159    12560203670570               888            2608.6   
20181112140142    12560213241602                16            2608.7   
20181112140143    12560213241620                18            2608.7   
