TIM                              GSCN       ROUND(RATE)          Headroom   
20181016050132    12556095846641                11            2584.3   
20181016050134    12556095846660                11            2584.3   
20181016080118    12556095965239                 8            2584.4   
20181016080118    12556095965250                 8            2584.4   
20181016080130    12556095965337              9897            2584.4   
20181016080131    12556095965349                28            2584.4   
20181016090546    12556096072269             50708            2584.4   
20181016092119    12556143382720               100            2584.4   
20181016092121    12556143382801              2318            2584.4   
20181016093920    12556143490610              4570            2584.4   
20181016100604    12556150821329              1950            2584.4   
20181016110123    12556157293675             59727            2584.5   
20181016110124    12556157293684             79630            2584.5   
20181016110133    12556158010358               651            2584.5   
20181016110135    12556158010399               651            2584.5   
20181016140118    12556165029259                 9            2584.6   
20181016140120    12556165029276                10            2584.6   
20181016140128    12556165029346              2961            2584.6   
20181016140129    12556165029363              2961            2584.6   
20181016170118    12556196976365                 9            2584.7   
20181016170119    12556196976381                 9            2584.7   
20181016170128    12556196976458              2312            2584.7   
20181016170130    12556196976476              2314            2584.7   
20181016174709    12556203314838                13            2584.7   
20181016174710    12556203314848                13            2584.7   
20181016174719    12556203314962              1152            2584.7   
20181016174721    12556203314992               997            2584.7   
20181016194221    12556211264910                56            2584.8   
20181016200119    12556211328631                12            2584.8   
20181016200121    12556211328676                11            2584.8   
20181016200128    12556211328755               106            2584.8   
20181016200131    12556211328774               179            2584.8   
20181016202211    12556211550475                56            2584.8   
20181016205241    12556211653398                39            2584.8   
20181016205243    12556211656051              1591            2584.8   
20181016213510    12556211752667              2354            2584.9   
20181016230139    12556223968288                10            2584.9   
20181016230141    12556223968314                10            2584.9   
20181016230148    12556223968382              1287            2584.9   
20181016230151    12556223968408              1288            2584.9   
20181017013146    12556235551835                12              2585   
20181017013147    12556235551849                11              2585   
20181017013201    12556235552008                11              2585   
20181017013202    12556235552018                13              2585   
20181017013204    12556235552041                11              2585   
20181017013205    12556235552058                11              2585   
20181017020123    12556235572195                 9              2585   
20181017020125    12556235572206                 9              2585   
20181017020133    12556235572280                27              2585   
20181017020135    12556235572304                27              2585   
20181017050124    12556235863309                12            2585.2   
20181017050126    12556235863326                12            2585.2   
20181017050135    12556235863433                11            2585.2   
20181017050136    12556235863450                11            2585.2   
20181017080118    12556235982102                 8            2585.3   
20181017080119    12556235982105                 8            2585.3   
20181017080129    12556235982195              5933            2585.3   
20181017080131    12556235982202              5935            2585.3   
20181017110124    12556300033745                14            2585.4   
20181017110125    12556300033755                17            2585.4   
20181017110133    12556300033892               546            2585.4   
20181017110136    12556300033916               546            2585.4   
20181017140120    12556305923281                13            2585.5   
20181017140121    12556305923292                12            2585.5   
20181017140129    12556305923391              2530            2585.5   
20181017140129    12556305923401              2531            2585.5   
20181017170120    12556333231239                10            2585.6   
20181017170121    12556333231244                10            2585.6   
20181017170129    12556333231324                76            2585.6   
20181017170129    12556333231327                73            2585.6   
20181017170438    12556333245111                80            2585.6   
20181017170730    12556333258811                74            2585.6   
20181017170731    12556333258921                13            2585.6   
20181017171055    12556333273911                11            2585.6   
20181017200119    12556333391355                 8            2585.7   
20181017200120    12556333391365                 7            2585.7   
20181017200129    12556333391431                15            2585.7   
20181017200131    12556333391448                15            2585.7   
20181017230137    12556333558842                10            2585.8   
20181017230137    12556333558845                11            2585.8   
20181017230144    12556333558921              5080            2585.8   
20181017230146    12556333558933              5081            2585.8   
20181018012857    12556378426764                15            2585.9   
20181018012857    12556378426767                16            2585.9   
20181018012904    12556378426880                10            2585.9   
20181018012906    12556378426899                11            2585.9   
20181018012909    12556378426928                12            2585.9   
20181018012909    12556378426931                12            2585.9   
20181018020124    12556378449235                 8            2585.9   
20181018020124    12556378449238                 9            2585.9   
20181018020136    12556378449335                25            2585.9   
20181018020136    12556378449341                25            2585.9   
20181018050126    12556378723676                10            2586.1   
20181018050126    12556378723679                10            2586.1   
20181018050135    12556378723769                11            2586.1   
20181018050135    12556378723773                11            2586.1   
20181018080119    12556378841685                11            2586.2   
20181018080120    12556378841696                11            2586.2   
20181018080131    12556378841817              6072            2586.2   
20181018080132    12556378841827              6072            2586.2   
20181018110124    12556444381262                13            2586.3   
20181018110125    12556444381266                14            2586.3   
20181018110134    12556444381392              3712            2586.3   
20181018110136    12556444381415              3714            2586.3   
20181018140119    12556484428401                12            2586.4   
20181018140122    12556484428424                13            2586.4   
20181018140129    12556484428524              1426            2586.4   
20181018140131    12556484428543              1426            2586.4   
20181018170121    12556499819425                12            2586.5   
20181018170123    12556499819453                11            2586.5   
20181018170130    12556499819527               789            2586.5   
20181018170130    12556499819530               789            2586.5   
20181018200123    12556508333852                 9            2586.6   
20181018200125    12556508333869                10            2586.6   
20181018200133    12556508333948                22            2586.6   
20181018200135    12556508333966                22            2586.6   
20181018230135    12556508576826               157            2586.7   
20181018230136    12556508576866               177            2586.7   
20181018230144    12556508578278              5283            2586.7   
20181018230147    12556508578707              5283            2586.7   
20181019013220    12556556312686                18            2586.8   
20181019013222    12556556312708                17            2586.8   
20181019013229    12556556312847                11            2586.8   
20181019013231    12556556312864                12            2586.8   
20181019013234    12556556312901                20            2586.8   
20181019013235    12556556312910                20            2586.8   
20181019020125    12556556346863                14            2586.8   
20181019020125    12556556346866                11            2586.8   
20181019020126    12556556346877                34            2586.8   
20181019020128    12556556346899                33            2586.8   
20181019050125    12556556708644                72            2586.9   
20181019050127    12556556708662                81            2586.9   
20181019050136    12556556709392                18            2586.9   
20181019050137    12556556709512                18            2586.9   
20181019080120    12556556905870                11            2587.1   
20181019080121    12556556905874                11            2587.1   
20181019080133    12556556906008              9980            2587.1   
20181019080133    12556556906017              9544            2587.1   
20181019094152    12556616977717               213            2587.1   
20181019094246    12556616989236                70            2587.1   
20181019094629    12556617004749              3414            2587.1   
20181019094630    12556617004781              3416            2587.1   
20181019110125    12556632359561                56            2587.1   
20181019110126    12556632359566                78            2587.1   
20181019110135    12556632360122              1487            2587.1   
20181019110138    12556632360504              1488            2587.1   
20181019140122    12556648406356                10            2587.2   
20181019140123    12556648406364                11            2587.2   
20181019140130    12556648406439              1881            2587.2   
20181019140131    12556648406449              1881            2587.2   
20181019170122    12556668703350                34            2587.4   
20181019170122    12556668703353                12            2587.4   
20181019170131    12556668703464              1234            2587.4   
20181019170134    12556668703758              4200            2587.4   
20181019175353    12556681888707                17            2587.4   
20181019200121    12556682017164                13            2587.5   
20181019200121    12556682017167                13            2587.5   
20181019200133    12556682017322                23            2587.5   
20181019200133    12556682017326                23            2587.5   
20181019230153    12556682270460               184            2587.6   
20181019230153    12556682270512               184            2587.6   
20181019230202    12556682272114              4022            2587.6   
20181019230202    12556682272168              4022            2587.6   
20181020013149    12556718417485                19            2587.7   
20181020013150    12556718417499                18            2587.7   
20181020013158    12556718417653                14            2587.7   
20181020013159    12556718417664                12            2587.7   
20181020013201    12556718417695                15            2587.7   
20181020013202    12556718417699                15            2587.7   
20181020020125    12556718443862                13            2587.7   
20181020020128    12556718443880                19            2587.7   
20181020020135    12556718444016                30            2587.7   
20181020020138    12556718444033                30            2587.7   
20181020050127    12556718763997                63            2587.8   
20181020050128    12556718764006                68            2587.8   
20181020050136    12556718764560                16            2587.8   
20181020050137    12556718764615                16            2587.8   
20181020080126    12556718936037                35            2587.9   
20181020080127    12556718936059                40            2587.9   
20181020080138    12556718936459                15            2587.9   
20181020080139    12556718936540                15            2587.9   
20181020110126    12556719101080                78            2588.1   
20181020110126    12556719101108                86            2588.1   
20181020110138    12556719102018                15            2588.1   
20181020110138    12556719102142                15            2588.1   
20181020140122    12556719262635                 3            2588.2   
20181020140123    12556719262639                 3            2588.2   
20181020140132    12556719262663                13            2588.2   
20181020140134    12556719262668                13            2588.2   
20181020170121    12556719402966                20            2588.3   
20181020170122    12556719402970                29            2588.3   
20181020170133    12556719403207                12            2588.3   
20181020170134    12556719403321                12            2588.3   
20181020200121    12556719529793                 8            2588.4   
20181020200123    12556719529810                 8            2588.4   
20181020200131    12556719529874                13            2588.4   
20181020200133    12556719529891                13            2588.4   
20181020230148    12556719673604                44            2588.6   
20181020230150    12556719673906                23            2588.6   
20181020230157    12556719674070             13802            2588.6   
20181020230200    12556719674134             13805            2588.6   
20181021013234    12556844399747                18            2588.6   
20181021013235    12556844399761                18            2588.6   
20181021013243    12556844399908                10            2588.6   
20181021013244    12556844399925                10            2588.6   
20181021013247    12556844399955                13            2588.6   
20181021013249    12556844399967                13            2588.6   
20181021020127    12556844422349                11            2588.6   
20181021020129    12556844422368                12            2588.6   
20181021020138    12556844422476                27            2588.6   
20181021020140    12556844422494                27            2588.6   
20181021050122    12556844712150                22            2588.7   
20181021050122    12556844712159                37            2588.7   
20181021050133    12556844712392                14            2588.7   
20181021050134    12556844712602                14            2588.7   
20181021080134    12556844865768                54            2588.9   
20181021080135    12556844865786                54            2588.9   
20181021080142    12556844866164                11            2588.9   
20181021080143    12556844866254                11            2588.9   
20181021110127    12556844985575                16              2589   
20181021110128    12556844985592                20              2589   
20181021110136    12556844985749                11              2589   
20181021110139    12556844985769                11              2589   
20181021140123    12556845107842                10            2589.1   
20181021140124    12556845107858                 8            2589.1   
20181021140132    12556845107923                11            2589.1   
20181021140132    12556845107929                11            2589.1   
20181021170123    12556845228916                14            2589.2   
20181021170123    12556845228919                16            2589.2   
20181021170132    12556845229061                12            2589.2   
20181021170135    12556845229084                12            2589.2   
20181021200122    12556845353727                10            2589.4   
20181021200122    12556845353730                10            2589.4   
20181021200132    12556845353834                11            2589.4   
20181021200134    12556845353848                11            2589.4   
20181021230127    12556845476479                15            2589.5   
20181021230128    12556845476485                17            2589.5   
20181021230137    12556845476638             11373            2589.5   
20181021230139    12556845476655             11375            2589.5   
20181022015122    12556961309118                16            2589.5   
20181022015122    12556961309127                15            2589.5   
20181022015130    12556961309250                10            2589.5   
20181022015131    12556961309258                10            2589.5   
20181022015137    12556961309315                 7            2589.5   
20181022015137    12556961309318                 7            2589.5   
20181022020128    12556961313183                 3            2589.5   
20181022020130    12556961313188                 2            2589.5   
20181022020139    12556961313209                10            2589.5   
20181022020139    12556961313212                10            2589.5   
20181022070355    12556961499084                10            2589.7   
20181022070356    12556961499101                10            2589.7   
20181022070408    12556961499215                11            2589.7   
20181022070408    12556961499224                11            2589.7   
20181022080123    12556961535668                40            2589.8   
20181022080125    12556961535686                56            2589.8   
20181022080133    12556961536132              5473            2589.8   
20181022080135    12556961536151              5473            2589.8   
20181022110127    12557020609020            138588            2589.9   
20181022110128    12557020609024            150138            2589.9   
20181022110140    12557022410669               302            2589.9   
20181022110140    12557022410678               302            2589.9   
20181022140123    12557025662658                 8              2590   
20181022140124    12557025662669                 9              2590   
20181022140133    12557025662749              4113              2590   
20181022140136    12557025662766              3233              2590   
20181022152532    12557046388695                91              2590   
20181022153731    12557046454369                97              2590   
20181022154906    12557046522053              3999              2590   
20181022154909    12557046522560              2330              2590   
20181022160813    12557051108602                52            2590.1   
20181022161508    12557051130266              1980            2590.1   
20181022170123    12557056625633                17            2590.1   
20181022170126    12557056625651                24            2590.1   
20181022170133    12557056625821              2074            2590.1   
20181022170135    12557056625843              3041            2590.1   
20181022170639    12557057550384                99            2590.1   
20181022170904    12557057564730                51            2590.1   
20181022170906    12557057565332                67            2590.1   
20181022171447    12557057582217                57            2590.1   
20181022172003    12557057600206               252            2590.1   
20181022172054    12557057613043               603            2590.1   
20181022172056    12557057613221               603            2590.1   
20181022200123    12557063418042                11            2590.2   
20181022200126    12557063418059                14            2590.2   
20181022200134    12557063418165                17            2590.2   
20181022200135    12557063418182                17            2590.2   
20181022230130    12557063606982                16            2590.3   
20181022230131    12557063606999                18            2590.3   
20181022230139    12557063607129              2201            2590.3   
20181022230140    12557063607165              2201            2590.3   
20181023013159    12557083461819                17            2590.4   
20181023013201    12557083461856                15            2590.4   
20181023013208    12557083461968                16            2590.4   
20181023013210    12557083461992                14            2590.4   
20181023013211    12557083462015                11            2590.4   
20181023013213    12557083462033                11            2590.4   
20181023020129    12557083481312                12            2590.4   
20181023020131    12557083481324                13            2590.4   
20181023020138    12557083481421                10            2590.4   
20181023020140    12557083481445                10            2590.4   
20181023050128    12557083594232                13            2590.6   
20181023050130    12557083594243                14            2590.6   
20181023050139    12557083594366                11            2590.6   
20181023050141    12557083594401                11            2590.6   
20181023080123    12557083709559                30            2590.7   
20181023080126    12557083709567                49            2590.7   
20181023080134    12557083709892              6485            2590.7   
20181023080135    12557083710006              6487            2590.7   
20181023110129    12557153727290                12            2590.8   
20181023110130    12557153727307                11            2590.8   
20181023110138    12557153727398              1269            2590.8   
20181023110141    12557153727435              1269            2590.8   
20181023140125    12557167413475                 5            2590.9   
20181023140126    12557167413480                 5            2590.9   
20181023140134    12557167413518              2127            2590.9   
20181023140134    12557167413522                14            2590.9   
20181023150051    12557167465036              3427            2590.9   
20181023163625    12557187171523               424              2591   
20181023163638    12557187177038               473              2591   
20181023163643    12557187179552               470              2591   
20181023163650    12557187182710              3921              2591   
20181023163731    12557187202107               470              2591   
20181023163823    12557187226558             10279              2591   
20181023163914    12557187750809              8485              2591   
20181023163915    12557187751195              3095              2591   
20181023164005    12557188183526               485              2591   
20181023164056    12557188208254               472              2591   
20181023164150    12557188233723               464              2591   
20181023164151    12557188234078               457              2591   
20181023164244    12557188258768               449              2591   
20181023164339    12557188283472               458              2591   
20181023164433    12557188308211               467              2591   
20181023164434    12557188308557               467              2591   
20181023164527    12557188333447               468              2591   
20181023164621    12557188358713               466              2591   
20181023164715    12557188383882               464              2591   
20181023164716    12557188384217              2120              2591   
20181023164809    12557188408913              2233              2591   
20181023170124    12557190184417                14              2591   
20181023170125    12557190184436                14              2591   
20181023170134    12557190184560              1608              2591   
20181023170136    12557190184583              3193              2591   
20181023171235    12557192288677               191              2591   
20181023172450    12557192429197               770              2591   
20181023172450    12557192429422               770              2591   
20181023200124    12557199664922                11            2591.1   
20181023200126    12557199664939                13            2591.1   
20181023200135    12557199665056                20            2591.1   
20181023200136    12557199665059                20            2591.1   
20181023230154    12557199876215                11            2591.2   
20181023230156    12557199876235                10            2591.2   
20181023230205    12557199876329              3734            2591.2   
20181023230205    12557199876338              3735            2591.2   
20181024013144    12557233408491                14            2591.3   
20181024013146    12557233408506                14            2591.3   
20181024013155    12557233408632                12            2591.3   
20181024013155    12557233408642                11            2591.3   
20181024013157    12557233408663                11            2591.3   
20181024013158    12557233408667                11            2591.3   
20181024020131    12557233428277                 9            2591.3   
20181024020131    12557233428293                 7            2591.3   
20181024020139    12557233428350                11            2591.3   
20181024020140    12557233428360                11            2591.3   
20181024050130    12557233548179                13            2591.5   
20181024050130    12557233548182                12            2591.5   
20181024050140    12557233548303                11            2591.5   
20181024050142    12557233548330                11            2591.5   
20181024080126    12557233665388                68            2591.6   
20181024080127    12557233665392                72            2591.6   
20181024080134    12557233665898              5338            2591.6   
20181024080135    12557233666000              5338            2591.6   
20181024110131    12557291299866                13            2591.7   
20181024110132    12557291299876                14            2591.7   
20181024110141    12557291299993              1697            2591.7   
20181024110141    12557291299998              1697            2591.7   
20181024140125    12557309605473                 9            2591.8   
20181024140125    12557309605477                 9            2591.8   
20181024140137    12557309605585              1653            2591.8   
20181024140137    12557309605589              1653            2591.8   
20181024170127    12557327445020                12            2591.9   
20181024170127    12557327445024                12            2591.9   
20181024170136    12557327445127              1571            2591.9   
20181024170136    12557327445131              1571            2591.9   
20181024200126    12557344397310                 9              2592   
20181024200127    12557344397316                 9              2592   
20181024200135    12557344397389              1336              2592   
20181024200136    12557344397399              1336              2592   
20181024230146    12557358837891                 8            2592.1   
20181024230147    12557358837895                 9            2592.1   
20181024230155    12557358837965              2407            2592.1   
20181024230156    12557358837976              2407            2592.1   
20181025013243    12557380612500                15            2592.2   
20181025013244    12557380612515                14            2592.2   
20181025013252    12557380612637                13            2592.2   
20181025013253    12557380612643                12            2592.2   
20181025013256    12557380612678                11            2592.2   
20181025013258    12557380612714                11            2592.2   
20181025020130    12557380631422                 9            2592.2   
20181025020131    12557380631432                 9            2592.2   
20181025020140    12557380631515                10            2592.2   
20181025020143    12557380631534                10            2592.2   
20181025050129    12557380740232                 8            2592.4   
20181025050131    12557380740247                 8            2592.4   
20181025050142    12557380740336                11            2592.4   
20181025050143    12557380740346                11            2592.4   
20181025082648    12557380881768                 9            2592.5   
20181025082650    12557380881792                 9            2592.5   
20181025082658    12557380881858              8796            2592.5   
20181025082659    12557380881874              8796            2592.5   
20181025110131    12557462443544                10            2592.5   
20181025110132    12557462443558                10            2592.5   
20181025110140    12557462443631              1440            2592.5   
20181025110141    12557462443646              1440            2592.5   
20181025140126    12557477975052                 8            2592.7   
20181025140127    12557477975069                 8            2592.7   
20181025140135    12557477975134              3319            2592.7   
20181025140138    12557477975152              3249            2592.7   
20181025162317    12557505589322              4550            2592.7   
20181025163128    12557507823172              1159            2592.7   
20181025163129    12557507823274              1162            2592.7   
20181025170125    12557509909722                12            2592.8   
20181025170128    12557509909742                13            2592.8   
20181025170137    12557509909862               959            2592.8   
20181025170138    12557509909882               959            2592.8   
20181025200150    12557520278886                11            2592.9   
20181025200151    12557520278909                10            2592.9   
20181025200201    12557520279005                16            2592.9   
20181025200203    12557520279026                16            2592.9   
20181025230142    12557520456809                12              2593   
20181025230142    12557520456818                10              2593   
20181025230151    12557520456911              4071              2593   
20181025230151    12557520456915                10              2593   
20181025230154    12557520456946              4073              2593   
20181026013126    12557556998105                15            2593.1   
20181026013127    12557556998115                19            2593.1   
20181026013135    12557556998266                 8            2593.1   
20181026013138    12557556998290                11            2593.1   
20181026013141    12557556998322                11            2593.1   
20181026013142    12557556998325                11            2593.1   
20181026020131    12557557017214                10            2593.1   
20181026020132    12557557017238                 9            2593.1   
20181026020142    12557557017323                10            2593.1   
20181026020144    12557557017344                10            2593.1   
20181026050131    12557557125219                 8            2593.2   
20181026050132    12557557125222                 9            2593.2   
20181026050141    12557557125299                10            2593.2   
20181026050143    12557557125316                10            2593.2   
20181026080128    12557557231564                 4            2593.4   
20181026080128    12557557231567                 4            2593.4   
20181026080137    12557557231603              7004            2593.4   
20181026080137    12557557231606              7388            2593.4   
20181026104801    12557630988438              2294            2593.4   
20181026110133    12557632851144                 5            2593.4   
20181026110133    12557632851147                 5            2593.4   
20181026110142    12557632851190              1472            2593.4   
20181026110142    12557632851193              1472            2593.4   
20181026140129    12557648729566                 8            2593.5   
20181026140130    12557648729569                 8            2593.5   
20181026140138    12557648729636              2257            2593.5   
20181026140139    12557648729645              2257            2593.5   
20181026170129    12557673080169                 9            2593.6   
20181026170129    12557673080177                 8            2593.6   
20181026170138    12557673080247              1367            2593.6   
20181026170138    12557673080250              1367            2593.6   
20181026200128    12557687833252                 8            2593.8   
20181026200128    12557687833255                 9            2593.8   
20181026200137    12557687833326               618            2593.8   
20181026200137    12557687833335               618            2593.8   
20181026230143    12557694515474                12            2593.9   
20181026230145    12557694515499                11            2593.9   
20181026230152    12557694515576              1337            2593.9   
20181026230155    12557694515617              1338            2593.9   
20181027013153    12557706552188                13              2594   
20181027013154    12557706552197                14              2594   
20181027013202    12557706552309                10              2594   
20181027013203    12557706552319                10              2594   
20181027013206    12557706552348                11              2594   
20181027013208    12557706552367                11              2594   
20181027020131    12557706571872                 9              2594   
20181027020133    12557706571889                 9              2594   
20181027020142    12557706571966                12              2594   
20181027020144    12557706571983                12              2594   
20181027050131    12557706697024                11            2594.1   
20181027050132    12557706697028                11            2594.1   
20181027050143    12557706697152                14            2594.1   
20181027050144    12557706697162                14            2594.1   
20181027080129    12557706847825                 3            2594.3   
20181027080130    12557706847830                 3            2594.3   
20181027080137    12557706847850                13            2594.3   
20181027080138    12557706847853                13            2594.3   
20181027110133    12557706984838                12            2594.4   
20181027110134    12557706984883                 8            2594.4   
20181027110142    12557706984946                11            2594.4   
20181027110143    12557706984952                11            2594.4   
20181027140127    12557707103440                11            2594.5   
20181027140129    12557707103452                12            2594.5   
20181027140137    12557707103551                12            2594.5   
20181027140139    12557707103570                12            2594.5   
20181027170128    12557707228075                 8            2594.6   
20181027170130    12557707228086                 8            2594.6   
20181027170139    12557707228156                13            2594.6   
20181027170140    12557707228173                13            2594.6   
20181027200128    12557707365949                 8            2594.8   
20181027200129    12557707365953                 9            2594.8   
20181027200138    12557707366031                12            2594.8   
20181027200139    12557707366034                12            2594.8   
20181027230142    12557707497236                 9            2594.9   
20181027230143    12557707497248                 9            2594.9   
20181027230152    12557707497333                10            2594.9   
20181027230153    12557707497337             12556            2594.9   
20181027230155    12557707497362             12561            2594.9   
20181028013252    12557821258109                13            2594.9   
20181028013253    12557821258112                16            2594.9   
20181028013300    12557821258223                14            2594.9   
20181028013301    12557821258230                18            2594.9   
20181028013304    12557821258285                11            2594.9   
20181028013305    12557821258294                11            2594.9   
20181028020133    12557821277898                11            2594.9   
20181028020134    12557821277916                 9            2594.9   
20181028020143    12557821277994                11            2594.9   
20181028020143    12557821278005                11            2594.9   
20181028050127    12557821397296                 9              2595   
20181028050127    12557821397299                 8              2595   
20181028050139    12557821397397                13              2595   
20181028050139    12557821397406                13              2595   
20181028080128    12557821542011                11            2595.2   
20181028080130    12557821542056                 9            2595.2   
20181028080139    12557821542133              3730            2595.2   
20181028080139    12557821542136              3730            2595.2   
20181028110135    12557861809414                 8            2595.3   
20181028110135    12557861809417                 9            2595.3   
20181028110144    12557861809488                12            2595.3   
20181028110144    12557861809497                12            2595.3   
20181028140128    12557861937792                 8            2595.4   
20181028140128    12557861937796                 8            2595.4   
20181028140140    12557861937890              4036            2595.4   
20181028140140    12557861937893              4035            2595.4   
20181028170130    12557905484461                 9            2595.5   
20181028170131    12557905484465                 9            2595.5   
20181028170139    12557905484542               401            2595.5   
20181028170140    12557905484546               401            2595.5   
20181028200129    12557909812834                 9            2595.6   
20181028200130    12557909812837                 9            2595.6   
20181028200138    12557909812915                10            2595.6   
20181028200139    12557909812918                10            2595.6   
20181028230144    12557909923458                 9            2595.7   
20181028230144    12557909923467                 9            2595.7   
20181028230153    12557909923544              2307            2595.7   
20181028230156    12557909923561              2308            2595.7   
20181029014755    12557932905628                13            2595.8   
20181029014756    12557932905632                13            2595.8   
20181029014805    12557932905753                11            2595.8   
20181029014807    12557932905782                14            2595.8   
20181029014808    12557932905796                11            2595.8   
20181029014811    12557932905820                11            2595.8   
20181029020134    12557932914852                 8            2595.8   
20181029020134    12557932914868                 8            2595.8   
20181029020146    12557932914953               279            2595.8   
20181029020146    12557932914970               279            2595.8   
20181029050133    12557935921133                10              2596   
20181029050134    12557935921137                10              2596   
20181029050145    12557935921256                11              2596   
20181029050146    12557935921259                11              2596   
20181029080129    12557936041373                12            2596.1   
20181029080130    12557936041385                11            2596.1   
20181029080139    12557936041486              6188            2596.1   
20181029080141    12557936041519              6190            2596.1   
20181029110133    12558002849171                 8            2596.2   
20181029110135    12558002849189                 8            2596.2   
20181029110144    12558002849257              1366            2596.2   
20181029110146    12558002849275              1367            2596.2   
20181029140129    12558017587444                 8            2596.3   
20181029140132    12558017587462                 9            2596.3   
20181029140139    12558017587527              2444            2596.3   
20181029140141    12558017587544              2444            2596.3   
20181029170130    12558043961307                13            2596.4   
20181029170131    12558043961324                13            2596.4   
20181029170140    12558043961440              1171            2596.4   
20181029170142    12558043961462              1171            2596.4   
20181029200129    12558056593205                 9            2596.5   
20181029200130    12558056593211                10            2596.5   
20181029200139    12558056593299                13            2596.5   
20181029200141    12558056593318                13            2596.5   
20181029230139    12558056733224                10            2596.6   
20181029230142    12558056733242                11            2596.6   
20181029230151    12558056733340              1640            2596.6   
20181029230152    12558056733350              1640            2596.6   
20181030013211    12558071526498                20            2596.7   
20181030013211    12558071526510                19            2596.7   
20181030013220    12558071526678                11            2596.7   
20181030013221    12558071526696                 8            2596.7   
20181030013224    12558071526719                11            2596.7   
20181030013226    12558071526745                11            2596.7   
20181030020135    12558071546123                 8            2596.7   
20181030020136    12558071546130                 9            2596.7   
20181030020143    12558071546195                 9            2596.7   
20181030020144    12558071546199                 9            2596.7   
20181030050135    12558071640642                11            2596.9   
20181030050135    12558071640658                10            2596.9   
20181030050144    12558071640744                10            2596.9   
20181030050147    12558071640770                10            2596.9   
20181030080131    12558071745235                23              2597   
20181030080132    12558071745245                 9              2597   
20181030080140    12558071745314              6859              2597   
20181030080143    12558071745506              6832              2597   
20181030100349    12558122016305              3012              2597   
20181030100416    12558122097631              2961              2597   
20181030100444    12558122180550            194223              2597   
20181030100446    12558122187435             66708              2597   
20181030100511    12558127424564              2969              2597   
20181030100538    12558127504719              2938              2597   
20181030100605    12558127584037              2948              2597   
20181030100607    12558127590767              2965              2597   
20181030100632    12558127663640              2927              2597   
20181030100659    12558127742673              3010              2597   
20181030100726    12558127823955              2990              2597   
20181030100728    12558127830966              2940              2597   
20181030100753    12558127904683              2979              2597   
20181030100820    12558127985120              2961              2597   
20181030100847    12558128065080              1872              2597   
20181030100850    12558128072008              1707              2597   
20181030103610    12558131140910                26            2597.1   
20181030103729    12558131142994                27            2597.1   
20181030103847    12558131145107                29            2597.1   
20181030103850    12558131145170                27            2597.1   
20181030104005    12558131147402                28            2597.1   
20181030104123    12558131149598                23            2597.1   
20181030104242    12558131151411                21            2597.1   
20181030104244    12558131151468                22            2597.1   
20181030104400    12558131153053                25            2597.1   
20181030104518    12558131154991                21            2597.1   
20181030104636    12558131156625                21            2597.1   
20181030104639    12558131156690              2841            2597.1   
20181030104755    12558131158260                19            2597.1   
20181030104940    12558131160226              3564            2597.1   
20181030110134    12558133705278                12            2597.1   
20181030110136    12558133705297                11            2597.1   
20181030110145    12558133705399               702            2597.1   
20181030110145    12558133705408               702            2597.1   
20181030140129    12558141280366                 8            2597.2   
20181030140129    12558141280370                 8            2597.2   
20181030140141    12558141280468              3569            2597.2   
20181030140142    12558141280471              3570            2597.2   
20181030170129    12558179792873                 4            2597.3   
20181030170132    12558179792879                 5            2597.3   
20181030170141    12558179792922              1312            2597.3   
20181030170141    12558179792925              1312            2597.3   
20181030200159    12558193984552                 8            2597.4   
20181030200201    12558193984563                 9            2597.4   
20181030200210    12558193984641                22            2597.4   
20181030200210    12558193984645                22            2597.4   
20181030230200    12558194225975                10            2597.5   
20181030230200    12558194225979                10            2597.5   
20181030230212    12558194226091              2659            2597.5   
20181030230212    12558194226095              2659            2597.5   
20181031013135    12558218057121                15            2597.6   
20181031013136    12558218057132                14            2597.6   
20181031013144    12558218057254                10            2597.6   
20181031013145    12558218057258                12            2597.6   
20181031013148    12558218057293                27            2597.6   
20181031013150    12558218057313                27            2597.6   
20181031020140    12558218105693                13            2597.6   
20181031020142    12558218105719                12            2597.6   
20181031020150    12558218105824                27            2597.6   
20181031020151    12558218105829                27            2597.6   
20181031050150    12558218393689                 9            2597.8   
20181031050152    12558218393708                 8            2597.8   
20181031050200    12558218393775                24            2597.8   
20181031050202    12558218393803                24            2597.8   
20181031080135    12558218650394                56            2597.9   
20181031080136    12558218650526                65            2597.9   
20181031080144    12558218651049              6961            2597.9   
20181031080147    12558218651069              6942            2597.9   
20181031101032    12558272444896               124            2597.9   
20181031101044    12558272446378               120            2597.9   
20181031101056    12558272447815              1216            2597.9   
20181031101057    12558272447961              1217            2597.9   
20181031140130    12558289277463                 3            2598.1   
20181031140132    12558289277470                 3            2598.1   
20181031140140    12558289277493              3087            2598.1   
20181031140142    12558289277498              3088            2598.1   
20181031170131    12558322593468                 9            2598.2   
20181031170132    12558322593491                 8            2598.2   
20181031170141    12558322593564               752            2598.2   
20181031170143    12558322593578               753            2598.2   
20181031200130    12558330712222                12            2598.3   
20181031200132    12558330712232                13            2598.3   
20181031200141    12558330712348                17            2598.3   
20181031200142    12558330712363                17            2598.3   
20181031230136    12558330891539                 9            2598.4   
20181031230137    12558330891556                 9            2598.4   
20181031230146    12558330891637              2345            2598.4   
20181031230147    12558330891641              2345            2598.4   
20181101020136    12558356194074                17            2598.5   
